id_code,experiment,plate,well,sirna,well_type,target_id
HEPG2-06_1_B20,HEPG2-06,1,B20,sirna_402,,477
HEPG2-06_1_B21,HEPG2-06,1,B21,sirna_953,,1088
HEPG2-06_1_B22,HEPG2-06,1,B22,sirna_418,,494
HEPG2-06_1_B23,HEPG2-06,1,B23,sirna_189,,239
HEPG2-06_1_C02,HEPG2-06,1,C02,sirna_419,,495
HEPG2-06_1_C04,HEPG2-06,1,C04,sirna_321,,387
HEPG2-06_1_C05,HEPG2-06,1,C05,sirna_99,,1128
HEPG2-06_1_C06,HEPG2-06,1,C06,sirna_298,,360
HEPG2-06_1_C08,HEPG2-06,1,C08,sirna_814,,934
HEPG2-06_1_C09,HEPG2-06,1,C09,sirna_501,,587
HEPG2-06_1_C10,HEPG2-06,1,C10,sirna_434,,512
HEPG2-06_1_C12,HEPG2-06,1,C12,sirna_997,,1136
HEPG2-06_1_C13,HEPG2-06,1,C13,sirna_1112,,129
HEPG2-06_1_C14,HEPG2-06,1,C14,sirna_60,,696
HEPG2-06_1_C16,HEPG2-06,1,C16,sirna_494,,578
HEPG2-06_1_C17,HEPG2-06,1,C17,sirna_895,,1023
HEPG2-06_1_C18,HEPG2-06,1,C18,sirna_238,,294
HEPG2-06_1_C20,HEPG2-06,1,C20,sirna_870,,996
HEPG2-06_1_C21,HEPG2-06,1,C21,sirna_448,,527
HEPG2-06_1_C23,HEPG2-06,1,C23,sirna_403,,478
HEPG2-06_1_D02,HEPG2-06,1,D02,sirna_789,,905
HEPG2-06_1_D03,HEPG2-06,1,D03,sirna_174,,223
HEPG2-06_1_D04,HEPG2-06,1,D04,sirna_1085,,98
HEPG2-06_1_D05,HEPG2-06,1,D05,sirna_671,,775
HEPG2-06_1_D06,HEPG2-06,1,D06,sirna_803,,922
HEPG2-06_1_D07,HEPG2-06,1,D07,sirna_727,,837
HEPG2-06_1_D08,HEPG2-06,1,D08,sirna_226,,281
HEPG2-06_1_D09,HEPG2-06,1,D09,sirna_575,,668
HEPG2-06_1_D10,HEPG2-06,1,D10,sirna_555,,646
HEPG2-06_1_D11,HEPG2-06,1,D11,sirna_550,,641
HEPG2-06_1_D12,HEPG2-06,1,D12,sirna_191,,242
HEPG2-06_1_D13,HEPG2-06,1,D13,sirna_1135,,154
HEPG2-06_1_D14,HEPG2-06,1,D14,sirna_907,,1037
HEPG2-06_1_D15,HEPG2-06,1,D15,sirna_1021,,28
HEPG2-06_1_D16,HEPG2-06,1,D16,sirna_943,,1077
HEPG2-06_1_D17,HEPG2-06,1,D17,sirna_917,,1048
HEPG2-06_1_D18,HEPG2-06,1,D18,sirna_930,,1063
HEPG2-06_1_D19,HEPG2-06,1,D19,sirna_180,,230
HEPG2-06_1_D20,HEPG2-06,1,D20,sirna_63,,729
HEPG2-06_1_D21,HEPG2-06,1,D21,sirna_209,,262
HEPG2-06_1_D22,HEPG2-06,1,D22,sirna_218,,272
HEPG2-06_1_D23,HEPG2-06,1,D23,sirna_225,,280
HEPG2-06_1_E02,HEPG2-06,1,E02,sirna_548,,638
HEPG2-06_1_E03,HEPG2-06,1,E03,sirna_653,,755
HEPG2-06_1_E04,HEPG2-06,1,E04,sirna_488,,571
HEPG2-06_1_E05,HEPG2-06,1,E05,sirna_716,,825
HEPG2-06_1_E06,HEPG2-06,1,E06,sirna_18,,229
HEPG2-06_1_E07,HEPG2-06,1,E07,sirna_445,,524
HEPG2-06_1_E08,HEPG2-06,1,E08,sirna_924,,1056
HEPG2-06_1_E09,HEPG2-06,1,E09,sirna_33,,396
HEPG2-06_1_E10,HEPG2-06,1,E10,sirna_311,,376
HEPG2-06_1_E11,HEPG2-06,1,E11,sirna_993,,1132
HEPG2-06_1_E12,HEPG2-06,1,E12,sirna_611,,709
HEPG2-06_1_E13,HEPG2-06,1,E13,sirna_88,,1006
HEPG2-06_1_E14,HEPG2-06,1,E14,sirna_186,,236
HEPG2-06_1_E15,HEPG2-06,1,E15,sirna_112,,137
HEPG2-06_1_E16,HEPG2-06,1,E16,sirna_720,,830
HEPG2-06_1_E17,HEPG2-06,1,E17,sirna_837,,959
HEPG2-06_1_E18,HEPG2-06,1,E18,sirna_910,,1041
HEPG2-06_1_E19,HEPG2-06,1,E19,sirna_46,,540
HEPG2-06_1_E20,HEPG2-06,1,E20,sirna_155,,202
HEPG2-06_1_E21,HEPG2-06,1,E21,sirna_279,,339
HEPG2-06_1_E22,HEPG2-06,1,E22,sirna_932,,1065
HEPG2-06_1_E23,HEPG2-06,1,E23,sirna_264,,323
HEPG2-06_1_F02,HEPG2-06,1,F02,sirna_343,,411
HEPG2-06_1_F04,HEPG2-06,1,F04,sirna_136,,181
HEPG2-06_1_F05,HEPG2-06,1,F05,sirna_779,,894
HEPG2-06_1_F06,HEPG2-06,1,F06,sirna_118,,161
HEPG2-06_1_F08,HEPG2-06,1,F08,sirna_95,,1084
HEPG2-06_1_F09,HEPG2-06,1,F09,sirna_788,,904
HEPG2-06_1_F10,HEPG2-06,1,F10,sirna_86,,984
HEPG2-06_1_F12,HEPG2-06,1,F12,sirna_375,,446
HEPG2-06_1_F13,HEPG2-06,1,F13,sirna_667,,770
HEPG2-06_1_F14,HEPG2-06,1,F14,sirna_153,,200
HEPG2-06_1_F16,HEPG2-06,1,F16,sirna_241,,298
HEPG2-06_1_F17,HEPG2-06,1,F17,sirna_13,,174
HEPG2-06_1_F18,HEPG2-06,1,F18,sirna_850,,974
HEPG2-06_1_F20,HEPG2-06,1,F20,sirna_539,,628
HEPG2-06_1_F21,HEPG2-06,1,F21,sirna_1127,,145
HEPG2-06_1_F23,HEPG2-06,1,F23,sirna_139,,184
HEPG2-06_1_G02,HEPG2-06,1,G02,sirna_325,,391
HEPG2-06_1_G03,HEPG2-06,1,G03,sirna_800,,919
HEPG2-06_1_G04,HEPG2-06,1,G04,sirna_78,,895
HEPG2-06_1_G05,HEPG2-06,1,G05,sirna_254,,312
HEPG2-06_1_G06,HEPG2-06,1,G06,sirna_624,,723
HEPG2-06_1_G07,HEPG2-06,1,G07,sirna_282,,343
HEPG2-06_1_G08,HEPG2-06,1,G08,sirna_893,,1021
HEPG2-06_1_G09,HEPG2-06,1,G09,sirna_275,,335
HEPG2-06_1_G10,HEPG2-06,1,G10,sirna_996,,1135
HEPG2-06_1_G11,HEPG2-06,1,G11,sirna_210,,264
HEPG2-06_1_G12,HEPG2-06,1,G12,sirna_1004,,9
HEPG2-06_1_G13,HEPG2-06,1,G13,sirna_1115,,132
HEPG2-06_1_G14,HEPG2-06,1,G14,sirna_496,,580
HEPG2-06_1_G15,HEPG2-06,1,G15,sirna_364,,434
HEPG2-06_1_G16,HEPG2-06,1,G16,sirna_631,,731
HEPG2-06_1_G17,HEPG2-06,1,G17,sirna_129,,173
HEPG2-06_1_G18,HEPG2-06,1,G18,sirna_964,,1100
HEPG2-06_1_G19,HEPG2-06,1,G19,sirna_478,,560
HEPG2-06_1_G20,HEPG2-06,1,G20,sirna_498,,582
HEPG2-06_1_G21,HEPG2-06,1,G21,sirna_880,,1007
HEPG2-06_1_G22,HEPG2-06,1,G22,sirna_811,,931
HEPG2-06_1_G23,HEPG2-06,1,G23,sirna_622,,721
HEPG2-06_1_H02,HEPG2-06,1,H02,sirna_367,,437
HEPG2-06_1_H04,HEPG2-06,1,H04,sirna_163,,211
HEPG2-06_1_H05,HEPG2-06,1,H05,sirna_372,,443
HEPG2-06_1_H06,HEPG2-06,1,H06,sirna_744,,856
HEPG2-06_1_H08,HEPG2-06,1,H08,sirna_131,,176
HEPG2-06_1_H09,HEPG2-06,1,H09,sirna_757,,870
HEPG2-06_1_H10,HEPG2-06,1,H10,sirna_715,,824
HEPG2-06_1_H12,HEPG2-06,1,H12,sirna_693,,799
HEPG2-06_1_H13,HEPG2-06,1,H13,sirna_213,,267
HEPG2-06_1_H14,HEPG2-06,1,H14,sirna_430,,508
HEPG2-06_1_H16,HEPG2-06,1,H16,sirna_865,,990
HEPG2-06_1_H17,HEPG2-06,1,H17,sirna_908,,1038
HEPG2-06_1_H18,HEPG2-06,1,H18,sirna_661,,764
HEPG2-06_1_H20,HEPG2-06,1,H20,sirna_295,,357
HEPG2-06_1_H21,HEPG2-06,1,H21,sirna_312,,377
HEPG2-06_1_H23,HEPG2-06,1,H23,sirna_344,,412
HEPG2-06_1_I02,HEPG2-06,1,I02,sirna_215,,269
HEPG2-06_1_I03,HEPG2-06,1,I03,sirna_232,,288
HEPG2-06_1_I04,HEPG2-06,1,I04,sirna_581,,675
HEPG2-06_1_I05,HEPG2-06,1,I05,sirna_102,,26
HEPG2-06_1_I06,HEPG2-06,1,I06,sirna_464,,545
HEPG2-06_1_I07,HEPG2-06,1,I07,sirna_82,,940
HEPG2-06_1_I08,HEPG2-06,1,I08,sirna_934,,1067
HEPG2-06_1_I09,HEPG2-06,1,I09,sirna_942,,1076
HEPG2-06_1_I10,HEPG2-06,1,I10,sirna_851,,975
HEPG2-06_1_I11,HEPG2-06,1,I11,sirna_427,,504
HEPG2-06_1_I12,HEPG2-06,1,I12,sirna_1078,,90
HEPG2-06_1_I13,HEPG2-06,1,I13,sirna_193,,244
HEPG2-06_1_I14,HEPG2-06,1,I14,sirna_1025,,32
HEPG2-06_1_I15,HEPG2-06,1,I15,sirna_688,,793
HEPG2-06_1_I16,HEPG2-06,1,I16,sirna_51,,596
HEPG2-06_1_I17,HEPG2-06,1,I17,sirna_253,,311
HEPG2-06_1_I18,HEPG2-06,1,I18,sirna_437,,515
HEPG2-06_1_I19,HEPG2-06,1,I19,sirna_854,,978
HEPG2-06_1_I20,HEPG2-06,1,I20,sirna_1116,,133
HEPG2-06_1_I21,HEPG2-06,1,I21,sirna_158,,205
HEPG2-06_1_I22,HEPG2-06,1,I22,sirna_767,,881
HEPG2-06_1_I23,HEPG2-06,1,I23,sirna_990,,1129
HEPG2-06_1_J02,HEPG2-06,1,J02,sirna_915,,1046
HEPG2-06_1_J04,HEPG2-06,1,J04,sirna_684,,789
HEPG2-06_1_J05,HEPG2-06,1,J05,sirna_93,,1062
HEPG2-06_1_J06,HEPG2-06,1,J06,sirna_765,,879
HEPG2-06_1_J08,HEPG2-06,1,J08,sirna_593,,688
HEPG2-06_1_J09,HEPG2-06,1,J09,sirna_659,,761
HEPG2-06_1_J10,HEPG2-06,1,J10,sirna_310,,375
HEPG2-06_1_J12,HEPG2-06,1,J12,sirna_733,,844
HEPG2-06_1_J13,HEPG2-06,1,J13,sirna_43,,507
HEPG2-06_1_J14,HEPG2-06,1,J14,sirna_1016,,22
HEPG2-06_1_J16,HEPG2-06,1,J16,sirna_1047,,56
HEPG2-06_1_J17,HEPG2-06,1,J17,sirna_251,,309
HEPG2-06_1_J18,HEPG2-06,1,J18,sirna_678,,782
HEPG2-06_1_J20,HEPG2-06,1,J20,sirna_553,,644
HEPG2-06_1_J21,HEPG2-06,1,J21,sirna_202,,255
HEPG2-06_1_J23,HEPG2-06,1,J23,sirna_465,,546
HEPG2-06_1_K02,HEPG2-06,1,K02,sirna_777,,892
HEPG2-06_1_K03,HEPG2-06,1,K03,sirna_181,,231
HEPG2-06_1_K04,HEPG2-06,1,K04,sirna_487,,570
HEPG2-06_1_K05,HEPG2-06,1,K05,sirna_217,,271
HEPG2-06_1_K06,HEPG2-06,1,K06,sirna_45,,529
HEPG2-06_1_K07,HEPG2-06,1,K07,sirna_502,,588
HEPG2-06_1_K08,HEPG2-06,1,K08,sirna_1044,,53
HEPG2-06_1_K09,HEPG2-06,1,K09,sirna_749,,861
HEPG2-06_1_K10,HEPG2-06,1,K10,sirna_561,,653
HEPG2-06_1_K11,HEPG2-06,1,K11,sirna_1102,,118
HEPG2-06_1_K12,HEPG2-06,1,K12,sirna_327,,393
HEPG2-06_1_K13,HEPG2-06,1,K13,sirna_709,,817
HEPG2-06_1_K14,HEPG2-06,1,K14,sirna_15,,196
HEPG2-06_1_K15,HEPG2-06,1,K15,sirna_183,,233
HEPG2-06_1_K16,HEPG2-06,1,K16,sirna_1066,,77
HEPG2-06_1_K17,HEPG2-06,1,K17,sirna_1081,,94
HEPG2-06_1_K18,HEPG2-06,1,K18,sirna_197,,248
HEPG2-06_1_K19,HEPG2-06,1,K19,sirna_983,,1121
HEPG2-06_1_K20,HEPG2-06,1,K20,sirna_670,,774
HEPG2-06_1_K21,HEPG2-06,1,K21,sirna_610,,708
HEPG2-06_1_K22,HEPG2-06,1,K22,sirna_1013,,19
HEPG2-06_1_K23,HEPG2-06,1,K23,sirna_504,,590
HEPG2-06_1_L02,HEPG2-06,1,L02,sirna_615,,713
HEPG2-06_1_L03,HEPG2-06,1,L03,sirna_843,,966
HEPG2-06_1_L04,HEPG2-06,1,L04,sirna_134,,179
HEPG2-06_1_L05,HEPG2-06,1,L05,sirna_585,,679
HEPG2-06_1_L06,HEPG2-06,1,L06,sirna_113,,148
HEPG2-06_1_L07,HEPG2-06,1,L07,sirna_846,,969
HEPG2-06_1_L08,HEPG2-06,1,L08,sirna_39,,462
HEPG2-06_1_L09,HEPG2-06,1,L09,sirna_664,,767
HEPG2-06_1_L10,HEPG2-06,1,L10,sirna_544,,634
HEPG2-06_1_L11,HEPG2-06,1,L11,sirna_1104,,120
HEPG2-06_1_L12,HEPG2-06,1,L12,sirna_985,,1123
HEPG2-06_1_L13,HEPG2-06,1,L13,sirna_1137,,156
HEPG2-06_1_L14,HEPG2-06,1,L14,sirna_1030,,38
HEPG2-06_1_L15,HEPG2-06,1,L15,sirna_334,,401
HEPG2-06_1_L16,HEPG2-06,1,L16,sirna_649,,750
HEPG2-06_1_L17,HEPG2-06,1,L17,sirna_444,,523
HEPG2-06_1_L18,HEPG2-06,1,L18,sirna_906,,1036
HEPG2-06_1_L19,HEPG2-06,1,L19,sirna_728,,838
HEPG2-06_1_L20,HEPG2-06,1,L20,sirna_462,,543
HEPG2-06_1_L21,HEPG2-06,1,L21,sirna_845,,968
HEPG2-06_1_L22,HEPG2-06,1,L22,sirna_1123,,141
HEPG2-06_1_L23,HEPG2-06,1,L23,sirna_751,,864
HEPG2-06_1_M02,HEPG2-06,1,M02,sirna_475,,557
HEPG2-06_1_M04,HEPG2-06,1,M04,sirna_439,,517
HEPG2-06_1_M05,HEPG2-06,1,M05,sirna_449,,528
HEPG2-06_1_M06,HEPG2-06,1,M06,sirna_986,,1124
HEPG2-06_1_M08,HEPG2-06,1,M08,sirna_955,,1090
HEPG2-06_1_M09,HEPG2-06,1,M09,sirna_998,,1137
HEPG2-06_1_M10,HEPG2-06,1,M10,sirna_1046,,55
HEPG2-06_1_M12,HEPG2-06,1,M12,sirna_1098,,112
HEPG2-06_1_M13,HEPG2-06,1,M13,sirna_263,,322
HEPG2-06_1_M14,HEPG2-06,1,M14,sirna_482,,565
HEPG2-06_1_M16,HEPG2-06,1,M16,sirna_1019,,25
HEPG2-06_1_M17,HEPG2-06,1,M17,sirna_606,,703
HEPG2-06_1_M18,HEPG2-06,1,M18,sirna_831,,953
HEPG2-06_1_M20,HEPG2-06,1,M20,sirna_309,,373
HEPG2-06_1_M21,HEPG2-06,1,M21,sirna_607,,704
HEPG2-06_1_M23,HEPG2-06,1,M23,sirna_239,,295
HEPG2-06_1_N02,HEPG2-06,1,N02,sirna_819,,939
HEPG2-06_1_N03,HEPG2-06,1,N03,sirna_1035,,43
HEPG2-06_1_N04,HEPG2-06,1,N04,sirna_1111,,128
HEPG2-06_1_N05,HEPG2-06,1,N05,sirna_1129,,147
HEPG2-06_1_N06,HEPG2-06,1,N06,sirna_23,,285
HEPG2-06_1_N07,HEPG2-06,1,N07,sirna_90,,1029
HEPG2-06_1_N08,HEPG2-06,1,N08,sirna_527,,615
HEPG2-06_1_N09,HEPG2-06,1,N09,sirna_625,,724
HEPG2-06_1_N10,HEPG2-06,1,N10,sirna_754,,867
HEPG2-06_1_N11,HEPG2-06,1,N11,sirna_229,,284
HEPG2-06_1_N12,HEPG2-06,1,N12,sirna_355,,424
HEPG2-06_1_N13,HEPG2-06,1,N13,sirna_1062,,73
HEPG2-06_1_N14,HEPG2-06,1,N14,sirna_185,,235
HEPG2-06_1_N15,HEPG2-06,1,N15,sirna_695,,801
HEPG2-06_1_N16,HEPG2-06,1,N16,sirna_959,,1094
HEPG2-06_1_N17,HEPG2-06,1,N17,sirna_602,,699
HEPG2-06_1_N18,HEPG2-06,1,N18,sirna_289,,350
HEPG2-06_1_N19,HEPG2-06,1,N19,sirna_536,,625
HEPG2-06_1_N20,HEPG2-06,1,N20,sirna_562,,654
HEPG2-06_1_N21,HEPG2-06,1,N21,sirna_859,,983
HEPG2-06_1_N22,HEPG2-06,1,N22,sirna_104,,48
HEPG2-06_1_N23,HEPG2-06,1,N23,sirna_62,,718
HEPG2-06_1_O02,HEPG2-06,1,O02,sirna_668,,771
HEPG2-06_1_O03,HEPG2-06,1,O03,sirna_735,,846
HEPG2-06_1_O04,HEPG2-06,1,O04,sirna_799,,916
HEPG2-06_1_O05,HEPG2-06,1,O05,sirna_222,,277
HEPG2-06_1_O06,HEPG2-06,1,O06,sirna_292,,354
HEPG2-06_1_O07,HEPG2-06,1,O07,sirna_574,,667
HEPG2-06_1_O08,HEPG2-06,1,O08,sirna_816,,936
HEPG2-06_1_O09,HEPG2-06,1,O09,sirna_425,,502
HEPG2-06_1_O10,HEPG2-06,1,O10,sirna_1003,,8
HEPG2-06_1_O11,HEPG2-06,1,O11,sirna_234,,290
HEPG2-06_1_O12,HEPG2-06,1,O12,sirna_66,,762
HEPG2-06_1_O13,HEPG2-06,1,O13,sirna_711,,820
HEPG2-06_1_O14,HEPG2-06,1,O14,sirna_861,,986
HEPG2-06_1_O15,HEPG2-06,1,O15,sirna_385,,457
HEPG2-06_1_O16,HEPG2-06,1,O16,sirna_529,,617
HEPG2-06_1_O17,HEPG2-06,1,O17,sirna_521,,609
HEPG2-06_1_O18,HEPG2-06,1,O18,sirna_1092,,106
HEPG2-06_1_O19,HEPG2-06,1,O19,sirna_1121,,139
HEPG2-06_1_O20,HEPG2-06,1,O20,sirna_426,,503
HEPG2-06_1_O21,HEPG2-06,1,O21,sirna_978,,1115
HEPG2-06_1_O22,HEPG2-06,1,O22,sirna_1109,,125
HEPG2-06_1_O23,HEPG2-06,1,O23,sirna_723,,833
HEPG2-06_2_B03,HEPG2-06,2,B03,sirna_712,,821
HEPG2-06_2_B04,HEPG2-06,2,B04,sirna_569,,661
HEPG2-06_2_B05,HEPG2-06,2,B05,sirna_758,,871
HEPG2-06_2_B06,HEPG2-06,2,B06,sirna_900,,1030
HEPG2-06_2_B07,HEPG2-06,2,B07,sirna_359,,428
HEPG2-06_2_B08,HEPG2-06,2,B08,sirna_59,,684
HEPG2-06_2_B09,HEPG2-06,2,B09,sirna_68,,784
HEPG2-06_2_B10,HEPG2-06,2,B10,sirna_156,,203
HEPG2-06_2_B11,HEPG2-06,2,B11,sirna_1020,,27
HEPG2-06_2_B12,HEPG2-06,2,B12,sirna_457,,537
HEPG2-06_2_B13,HEPG2-06,2,B13,sirna_25,,307
HEPG2-06_2_B14,HEPG2-06,2,B14,sirna_308,,372
HEPG2-06_2_B15,HEPG2-06,2,B15,sirna_1101,,117
HEPG2-06_2_B16,HEPG2-06,2,B16,sirna_479,,561
HEPG2-06_2_B17,HEPG2-06,2,B17,sirna_875,,1001
HEPG2-06_2_B18,HEPG2-06,2,B18,sirna_858,,982
HEPG2-06_2_B19,HEPG2-06,2,B19,sirna_628,,727
HEPG2-06_2_B20,HEPG2-06,2,B20,sirna_286,,347
HEPG2-06_2_B21,HEPG2-06,2,B21,sirna_54,,629
HEPG2-06_2_B22,HEPG2-06,2,B22,sirna_47,,551
HEPG2-06_2_B23,HEPG2-06,2,B23,sirna_1067,,78
HEPG2-06_2_C02,HEPG2-06,2,C02,sirna_73,,840
HEPG2-06_2_C04,HEPG2-06,2,C04,sirna_543,,633
HEPG2-06_2_C05,HEPG2-06,2,C05,sirna_148,,194
HEPG2-06_2_C06,HEPG2-06,2,C06,sirna_399,,472
HEPG2-06_2_C08,HEPG2-06,2,C08,sirna_883,,1010
HEPG2-06_2_C09,HEPG2-06,2,C09,sirna_750,,863
HEPG2-06_2_C10,HEPG2-06,2,C10,sirna_480,,563
HEPG2-06_2_C12,HEPG2-06,2,C12,sirna_1073,,85
HEPG2-06_2_C13,HEPG2-06,2,C13,sirna_124,,168
HEPG2-06_2_C14,HEPG2-06,2,C14,sirna_547,,637
HEPG2-06_2_C16,HEPG2-06,2,C16,sirna_49,,573
HEPG2-06_2_C17,HEPG2-06,2,C17,sirna_291,,353
HEPG2-06_2_C18,HEPG2-06,2,C18,sirna_41,,485
HEPG2-06_2_C20,HEPG2-06,2,C20,sirna_878,,1004
HEPG2-06_2_C21,HEPG2-06,2,C21,sirna_905,,1035
HEPG2-06_2_C23,HEPG2-06,2,C23,sirna_556,,647
HEPG2-06_2_D02,HEPG2-06,2,D02,sirna_813,,933
HEPG2-06_2_D03,HEPG2-06,2,D03,sirna_7,,806
HEPG2-06_2_D04,HEPG2-06,2,D04,sirna_317,,382
HEPG2-06_2_D05,HEPG2-06,2,D05,sirna_320,,386
HEPG2-06_2_D06,HEPG2-06,2,D06,sirna_1028,,35
HEPG2-06_2_D07,HEPG2-06,2,D07,sirna_55,,640
HEPG2-06_2_D08,HEPG2-06,2,D08,sirna_305,,369
HEPG2-06_2_D09,HEPG2-06,2,D09,sirna_746,,858
HEPG2-06_2_D10,HEPG2-06,2,D10,sirna_969,,1105
HEPG2-06_2_D11,HEPG2-06,2,D11,sirna_233,,289
HEPG2-06_2_D12,HEPG2-06,2,D12,sirna_1133,,152
HEPG2-06_2_D13,HEPG2-06,2,D13,sirna_450,,530
HEPG2-06_2_D14,HEPG2-06,2,D14,sirna_627,,726
HEPG2-06_2_D15,HEPG2-06,2,D15,sirna_752,,865
HEPG2-06_2_D16,HEPG2-06,2,D16,sirna_103,,37
HEPG2-06_2_D17,HEPG2-06,2,D17,sirna_485,,568
HEPG2-06_2_D18,HEPG2-06,2,D18,sirna_328,,394
HEPG2-06_2_D19,HEPG2-06,2,D19,sirna_412,,488
HEPG2-06_2_D20,HEPG2-06,2,D20,sirna_753,,866
HEPG2-06_2_D21,HEPG2-06,2,D21,sirna_471,,553
HEPG2-06_2_D22,HEPG2-06,2,D22,sirna_96,,1095
HEPG2-06_2_D23,HEPG2-06,2,D23,sirna_657,,759
HEPG2-06_2_E02,HEPG2-06,2,E02,sirna_508,,594
HEPG2-06_2_E03,HEPG2-06,2,E03,sirna_71,,818
HEPG2-06_2_E04,HEPG2-06,2,E04,sirna_992,,1131
HEPG2-06_2_E05,HEPG2-06,2,E05,sirna_783,,899
HEPG2-06_2_E06,HEPG2-06,2,E06,sirna_554,,645
HEPG2-06_2_E07,HEPG2-06,2,E07,sirna_406,,481
HEPG2-06_2_E08,HEPG2-06,2,E08,sirna_1126,,144
HEPG2-06_2_E09,HEPG2-06,2,E09,sirna_552,,643
HEPG2-06_2_E10,HEPG2-06,2,E10,sirna_356,,425
HEPG2-06_2_E11,HEPG2-06,2,E11,sirna_645,,746
HEPG2-06_2_E12,HEPG2-06,2,E12,sirna_939,,1072
HEPG2-06_2_E13,HEPG2-06,2,E13,sirna_666,,769
HEPG2-06_2_E14,HEPG2-06,2,E14,sirna_626,,725
HEPG2-06_2_E15,HEPG2-06,2,E15,sirna_48,,562
HEPG2-06_2_E16,HEPG2-06,2,E16,sirna_1089,,102
HEPG2-06_2_E17,HEPG2-06,2,E17,sirna_357,,426
HEPG2-06_2_E18,HEPG2-06,2,E18,sirna_537,,626
HEPG2-06_2_E19,HEPG2-06,2,E19,sirna_161,,209
HEPG2-06_2_E20,HEPG2-06,2,E20,sirna_491,,575
HEPG2-06_2_E21,HEPG2-06,2,E21,sirna_528,,616
HEPG2-06_2_E22,HEPG2-06,2,E22,sirna_381,,453
HEPG2-06_2_E23,HEPG2-06,2,E23,sirna_179,,228
HEPG2-06_2_F02,HEPG2-06,2,F02,sirna_862,,987
HEPG2-06_2_F04,HEPG2-06,2,F04,sirna_977,,1114
HEPG2-06_2_F05,HEPG2-06,2,F05,sirna_208,,261
HEPG2-06_2_F06,HEPG2-06,2,F06,sirna_1083,,96
HEPG2-06_2_F08,HEPG2-06,2,F08,sirna_1005,,10
HEPG2-06_2_F09,HEPG2-06,2,F09,sirna_1053,,63
HEPG2-06_2_F10,HEPG2-06,2,F10,sirna_306,,370
HEPG2-06_2_F12,HEPG2-06,2,F12,sirna_641,,742
HEPG2-06_2_F13,HEPG2-06,2,F13,sirna_400,,475
HEPG2-06_2_F14,HEPG2-06,2,F14,sirna_558,,649
HEPG2-06_2_F16,HEPG2-06,2,F16,sirna_64,,740
HEPG2-06_2_F17,HEPG2-06,2,F17,sirna_922,,1054
HEPG2-06_2_F18,HEPG2-06,2,F18,sirna_979,,1116
HEPG2-06_2_F20,HEPG2-06,2,F20,sirna_192,,243
HEPG2-06_2_F21,HEPG2-06,2,F21,sirna_784,,900
HEPG2-06_2_F23,HEPG2-06,2,F23,sirna_721,,831
HEPG2-06_2_G02,HEPG2-06,2,G02,sirna_42,,496
HEPG2-06_2_G03,HEPG2-06,2,G03,sirna_968,,1104
HEPG2-06_2_G04,HEPG2-06,2,G04,sirna_643,,744
HEPG2-06_2_G05,HEPG2-06,2,G05,sirna_951,,1086
HEPG2-06_2_G06,HEPG2-06,2,G06,sirna_157,,204
HEPG2-06_2_G07,HEPG2-06,2,G07,sirna_187,,237
HEPG2-06_2_G08,HEPG2-06,2,G08,sirna_65,,751
HEPG2-06_2_G09,HEPG2-06,2,G09,sirna_57,,662
HEPG2-06_2_G10,HEPG2-06,2,G10,sirna_100,,4
HEPG2-06_2_G11,HEPG2-06,2,G11,sirna_246,,303
HEPG2-06_2_G12,HEPG2-06,2,G12,sirna_37,,440
HEPG2-06_2_G13,HEPG2-06,2,G13,sirna_362,,432
HEPG2-06_2_G14,HEPG2-06,2,G14,sirna_515,,602
HEPG2-06_2_G15,HEPG2-06,2,G15,sirna_278,,338
HEPG2-06_2_G16,HEPG2-06,2,G16,sirna_119,,162
HEPG2-06_2_G17,HEPG2-06,2,G17,sirna_9,,1028
HEPG2-06_2_G18,HEPG2-06,2,G18,sirna_184,,234
HEPG2-06_2_G19,HEPG2-06,2,G19,sirna_138,,183
HEPG2-06_2_G20,HEPG2-06,2,G20,sirna_763,,877
HEPG2-06_2_G21,HEPG2-06,2,G21,sirna_436,,514
HEPG2-06_2_G22,HEPG2-06,2,G22,sirna_147,,193
HEPG2-06_2_G23,HEPG2-06,2,G23,sirna_1094,,108
HEPG2-06_2_H02,HEPG2-06,2,H02,sirna_972,,1109
HEPG2-06_2_H04,HEPG2-06,2,H04,sirna_1008,,13
HEPG2-06_2_H05,HEPG2-06,2,H05,sirna_342,,410
HEPG2-06_2_H06,HEPG2-06,2,H06,sirna_1045,,54
HEPG2-06_2_H08,HEPG2-06,2,H08,sirna_780,,896
HEPG2-06_2_H09,HEPG2-06,2,H09,sirna_623,,722
HEPG2-06_2_H10,HEPG2-06,2,H10,sirna_679,,783
HEPG2-06_2_H12,HEPG2-06,2,H12,sirna_1076,,88
HEPG2-06_2_H13,HEPG2-06,2,H13,sirna_855,,979
HEPG2-06_2_H14,HEPG2-06,2,H14,sirna_605,,702
HEPG2-06_2_H16,HEPG2-06,2,H16,sirna_830,,952
HEPG2-06_2_H17,HEPG2-06,2,H17,sirna_680,,785
HEPG2-06_2_H18,HEPG2-06,2,H18,sirna_619,,717
HEPG2-06_2_H20,HEPG2-06,2,H20,sirna_319,,384
HEPG2-06_2_H21,HEPG2-06,2,H21,sirna_149,,195
HEPG2-06_2_H23,HEPG2-06,2,H23,sirna_350,,419
HEPG2-06_2_I02,HEPG2-06,2,I02,sirna_578,,671
